EmpID,Age,AgeGroup,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,Attrition
RM1230,40,36-45,Female,"Research & Development","Manufacturing Director",6516,1,1,3,3,Yes,No
RM1243,40,36-45,Male,Sales,Manager,19833,21,2,2,3,No,No
RM1287,40,36-45,Female,"Research & Development","Laboratory Technician",3377,4,1,2,3,No,No
RM1300,40,36-45,Female,"Research & Development","Healthcare Representative",6513,5,4,3,3,No,No
RM1305,40,36-45,Female,"Research & Development","Healthcare Representative",4448,7,1,3,3,No,No
RM1349,40,36-45,Male,"Research & Development",Manager,16823,19,1,3,3,No,No
RM1410,40,36-45,Female,"Research & Development","Laboratory Technician",6323,10,3,4,3,No,No
RM1411,40,36-45,Female,Sales,"Sales Executive",5677,11,2,3,3,No,No
RM1428,40,36-45,Male,"Research & Development","Laboratory Technician",2406,1,4,2,3,No,No
RM1456,40,36-45,Male,"Research & Development","Research Scientist",2809,2,3,3,3,No,No
RM1458,40,36-45,Female,"Research & Development","Research Scientist",2001,5,3,3,3,No,No
RM001,41,36-45,Female,Sales,"Sales Executive",5993,6,4,1,3,Yes,Yes
RM046,41,36-45,Female,"Research & Development","Research Director",19545,22,3,3,3,No,Yes
RM134,41,36-45,Male,Sales,"Sales Executive",8189,9,3,3,3,Yes,No
RM148,41,36-45,Male,"Research & Development",Manager,17181,7,1,2,3,No,No
RM149,41,36-45,Male,"Research & Development","Laboratory Technician",2238,5,1,3,4,No,No
RM167,41,36-45,Male,"Research & Development","Research Scientist",2451,9,3,3,3,No,No
RM183,41,36-45,Female,Sales,"Sales Representative",3140,4,2,2,4,Yes,Yes
RM216,41,36-45,Female,Sales,Manager,13591,1,4,3,3,Yes,No
RM243,41,36-45,Male,"Research & Development","Research Scientist",3072,1,1,2,3,No,No
RM301,41,36-45,Male,Sales,Manager,16015,22,2,3,3,No,No
RM347,41,36-45,Male,"Research & Development","Manufacturing Director",6032,5,2,3,3,Yes,No
RM367,41,36-45,Male,Sales,"Sales Executive",9355,8,2,3,3,No,Yes
RM447,41,36-45,Male,Sales,"Sales Executive",6230,14,4,3,3,No,No
RM460,41,36-45,Female,"Research & Development","Healthcare Representative",6811,8,3,3,3,Yes,No
RM467,41,36-45,Female,Sales,Manager,16595,18,1,3,3,No,No
RM536,41,36-45,Male,"Human Resources",Manager,19141,21,4,2,3,No,No
RM539,41,36-45,Male,"Human Resources",Manager,19189,22,3,3,3,No,No
RM668,41,36-45,Female,"Research & Development","Laboratory Technician",2778,7,4,2,3,Yes,Yes
RM687,41,36-45,Male,"Research & Development","Laboratory Technician",4721,18,1,3,3,Yes,No
RM717,41,36-45,Male,"Research & Development","Research Director",19419,18,3,4,3,No,No
RM738,41,36-45,Female,"Research & Development","Manufacturing Director",5003,2,3,3,3,No,No
RM747,41,36-45,Female,"Research & Development","Research Director",19973,21,3,3,4,No,No
RM784,41,36-45,Female,"Research & Development","Research Scientist",3376,10,3,3,3,No,No
RM831,41,36-45,Male,"Research & Development","Laboratory Technician",4766,1,4,3,3,Yes,No
RM865,41,36-45,Male,"Research & Development","Research Scientist",2107,1,1,1,3,No,Yes
RM952,41,36-45,Male,Sales,"Sales Executive",6151,19,2,3,3,No,No
RM961,41,36-45,Female,Sales,"Sales Executive",4103,9,1,3,3,No,No
